lon,lat,anomalia,dpv,vel_media_viento
-4.863596,39.958607,43.6355226642,3.1475886884635,1.7
-4.680608,40.108208,85.635187258927,2.9955598726311,
-4.350468,39.546833,45.437441204139,3.5105264600705,1.7
-4.301663,38.428886,73.584670897101,1.2471510520792,
-4.291943,38.898056,86.481274107254,3.2157456907648,
-3.920278,38.989166,73.998871968415,3.2866743352753,
-3.391368,38.750423,80.710270822688,3.5116265700704,1.4
-3.215832,39.390827,79.848437983297,1.2897869172258,
-3.149995,40.630283,59.242144177449,3.0180006683498,3.1
-3.142474,41.274166,82.530795072788,2.1292670237172,
-3.02139,40.012074,83.573667711599,2.7826263513945,3.1
-3.00749,39.169044,66.107382550336,2.6700009731804,
-2.874063,40.765198,88.067686947866,2.3513268276749,
-2.80695,40.06111,94.369789722533,2.5482978223237,
-2.705556,39.555283,85.790717929576,2.0624763186707,
-2.617927,41.086277,40.189554345634,1.5243829564479,
-2.488886,39.016663,91.022769690183,2.3766012301841,
-2.412981,38.08842,87.35846708971,0.99403728495194,
-2.293887,38.294994,87.930819957696,-0.41735282968376,
-2.218889,38.393333,88.335199701381,0.014756909274017,
-2.131667,40.066944,72.800261096606,1.9841339832702,2.8
-1.878928,40.841652,71.656433529098,1.5712908818159,
-1.862335,39.005577,73.294653160662,2.2298013587736,0.6
-1.856389,38.954166,85.231289380667,1.8100215584431,4.4
-1.70307,38.54202,82.783110902989,1.4808286400379,1.7
-1.68944,38.58806,87.32736095558,1.6748408691068,
-1.658812,38.9376,62.269207861823,1.4319322306426,
-1.568336,40.77861,79.109120318527,1.6161960709031,
-1.435505,39.198746,80.844842602961,1.142239747104,
-1.063051,38.85055,88.416075650118,1.618184906853,
