lon,lat,anomalia,dpv,vel_media_viento
-4.680608,40.108208,80.554034818789,2.3410664142507,
-4.350468,39.546833,49.558723693143,2.3645998031832,3.3
-4.301663,38.428886,85.678309427351,2.8673368904358,
-4.291943,38.898056,85.464797985328,2.8613357831985,
-3.920278,38.989166,72.075919335706,2.9000982096195,2.2
-3.391368,38.750423,73.589832869081,2.5779178778593,1.4
-3.215832,39.390827,89.377724930638,2.7709646911609,
-3.149995,40.630283,64.357567443987,2.0852685328319,2.2
-3.142474,41.274166,83.461075221723,1.4097750207538,
-3.02139,40.012074,76.196319018405,2.3566228848306,2.8
-2.874063,40.765198,79.426256432717,1.2118308540128,
-2.80695,40.06111,87.175555798927,2.2431706380249,
-2.705556,39.555283,81.249315668455,2.1389268326626,
-2.617927,41.086277,69.514652014652,1.1063821229585,
-2.488886,39.016663,81.101500054747,2.4465744764222,
-2.420691,39.416737,37.68115942029,1.8142946337263,3.3
-2.412981,38.08842,34.0,1.0104246698132,
-2.395207,40.018784,82.970093231626,1.7023466751004,
-2.293887,38.294994,51.5,-0.45513548271289,
-2.218889,38.393333,44.0,0.19351786928137,
-2.131667,40.066944,69.860746490127,2.0644011956833,1.7
-1.878928,40.841652,69.18374476013,1.2276717730969,2.2
-1.862335,39.005577,77.162921348315,1.4733466545738,1.1
-1.856389,38.954166,81.020314246269,1.550033495001,3.6
-1.70307,38.54202,90.136214185063,2.0834914869338,2.5
-1.68944,38.58806,83.915471367568,1.8684191540909,
-1.658812,38.9376,73.174904942966,1.1148307602124,2.8
-1.568336,40.77861,82.201905179021,1.2899103301951,
-1.435505,39.198746,89.94306361546,1.5943093748034,
-1.063051,38.85055,86.521405890726,1.4696901750385,
