lon,lat,anomalia,dpv,vel_media_viento
-4.863596,39.958607,61.857751851021,1.5892188217463,1.9
-4.680608,40.108208,85.153436104308,1.3811471774486,
-4.616461,39.088833,32.452830188679,1.8236988320056,2.2
-4.350468,39.546833,76.204169662114,1.7017092317854,2.8
-4.301663,38.428886,86.975940066273,1.7380585039836,
-4.291943,38.898056,86.104307736637,1.9566489314006,
-3.920278,38.989166,60.969299758537,2.0900460318933,2.2
-3.391368,38.750423,62.525773195876,1.9020921488684,1.9
-3.215832,39.390827,88.339483394834,2.0415526074636,
-3.149995,40.630283,25.510204081633,1.8845438077272,1.9
-3.142474,41.274166,91.708687509004,1.4223793059364,
-3.02139,40.012074,69.939577039275,2.0094829936525,3.6
-3.00749,39.169044,36.645569620253,2.0469797969988,3.1
-2.874063,40.765198,93.768909379052,1.661171593986,
-2.80695,40.06111,89.511597752485,1.9182495025012,
-2.705556,39.555283,92.025644719781,1.8460238814844,
-2.617927,41.086277,22.260682740511,1.1037065835058,
-2.488886,39.016663,89.835758536234,2.2025665330174,
-2.420691,39.416737,68.934426229508,1.8143319450229,5.8
-2.412981,38.08842,86.306007779859,1.1888096935579,
-2.395207,40.018784,90.613744417231,1.8596644885981,
-2.293887,38.294994,87.011957931134,-0.20560573882965,
-2.218889,38.393333,88.063679585074,0.27889381154605,
-2.131667,40.066944,58.119141215603,1.6818095545911,1.9
-1.878928,40.841652,50.486787204451,1.1016061600102,
-1.862335,39.005577,45.927081012846,1.4062928299813,2.2
-1.856389,38.954166,85.653330886401,1.3698905341102,
-1.70307,38.54202,80.556838119863,1.2719824460501,3.1
-1.68944,38.58806,91.269269557701,1.4148092608366,
-1.658812,38.9376,70.778720123362,0.80894088633635,3.9
-1.568336,40.77861,91.420544590117,1.2421970354463,
-1.435505,39.198746,90.93790520098,1.3305763485744,
-1.063051,38.85055,91.355712433367,1.2347805436954,
