lon,lat,anomalia,dpv,vel_media_viento
-4.863596,39.958607,60.793673411228,2.6496127559967,1.9
-4.680608,40.108208,85.951705934109,2.6736138648533,
-4.616461,39.088833,,,0.8
-4.301663,38.428886,84.495063056017,2.8203045232012,
-4.291943,38.898056,84.089353798025,3.0311080028963,
-4.045278,39.884445,78.402710551791,2.7314479193559,3.6
-3.920278,38.989166,79.559363525092,2.5124820330583,1.4
-3.566724,38.518047,78.300226301232,2.3297522712215,
-3.391368,38.750423,81.036230048138,2.481723403604,1.1
-3.215832,39.390827,90.215885476795,2.2011934859025,
-3.149995,40.630283,78.16214568729,3.2161956084516,3.1
-3.142474,41.274166,76.488415289862,1.5850734876915,
-3.046938,39.597515,36.815561959654,1.9190312663091,1.4
-3.02139,40.012074,82.528203644779,2.0348615295313,3.3
-3.00749,39.169044,42.671460176991,2.1778754042581,4.2
-2.874063,40.765198,76.346661452732,1.1910086946812,
-2.80695,40.06111,86.403637430331,1.6578309309546,
-2.705556,39.555283,6.2127285169616,-0.88024121959436,
-2.617927,41.086277,77.663551401869,1.6490580210282,2.5
-2.488886,39.016663,78.45830481963,1.9944114121828,
-2.420691,39.416737,57.148709545268,1.5797714498452,4.7
-2.412981,38.08842,77.373154756086,0.68214839793552,
-2.395207,40.018784,83.249029525938,1.3143149358945,
-2.293887,38.294994,75.217518819044,-0.53678754243565,
-2.218889,38.393333,74.298562909375,-0.17537713022015,
-2.131667,40.066944,80.735667174023,1.4816584653592,3.3
-1.878928,40.841652,79.118041929154,1.290301407003,1.4
-1.862335,39.005577,49.399699849925,1.6787586264445,1.4
-1.856389,38.954166,91.613514911222,1.6687073073769,4.2
-1.70307,38.54202,84.505764616375,1.5336298886088,2.8
-1.68944,38.58806,74.181249388992,1.5626245223343,
-1.658812,38.9376,78.903372060074,1.2400665874504,4.4
-1.568336,40.77861,74.024831361814,1.1620617862348,
-1.435505,39.198746,83.952488024245,1.5774610222055,
-1.063051,38.85055,78.468080946329,1.3226028308506,
